8646,28.6426486968994
8647,25.1121082305908
8648,0
8649,0
8650,0
8651,0
8652,0
8653,0
8654,0
8655,54.677116394043
8656,65.5925750732422
8657,117.631210327148
8658,221.639404296875
8659,186.181427001953
8660,208.258102416992
8661,215.522598266602
8662,207.055618286133
8663,287.028198242188
8664,177.904220581055
8665,33.565673828125
8666,80.4522933959961
8667,70.5439224243164
8668,73.9145355224609
8669,38.997127532959
8670,43.6656837463379
8671,30.189474105835
8672,0
8673,0
8674,0
8675,0
8676,0
8677,40.3039321899414
8678,35.5751991271973
8679,51.2895431518555
8680,79.1767807006836
8681,101.232192993164
8682,122.794342041016
8683,105.819847106934
8684,120.860046386719
8685,88.6167297363281
8686,64.9767150878906
8687,50.7806434631348
8688,51.0287666320801
8689,34.6948776245117
8690,29.8506908416748
8691,21.1171741485596
8692,7.03057146072388
8693,0
8694,0
8695,0
8696,0
8697,0
8698,0
8699,13.8991508483887
8700,102.64697265625
8701,217.821853637695
8702,127.556625366211
8703,48.9256057739258
8704,25.3117847442627
8705,59.6993789672852
8706,30.5144634246826
8707,55.9473838806152
8708,56.8510398864746
8709,77.3342590332031
8710,137.69189453125
8711,86.3042678833008
8712,94.5538787841797
8713,66.0046844482422
8714,54.0137596130371
8715,27.3654747009277
8716,13.9568033218384
8717,0
8718,0
8719,0
8720,0
8721,0
8722,0
8723,12.6306076049805
8724,95.8373565673828
8725,233.888793945312
8726,121.300537109375
8727,34.0177268981934
8728,26.8696689605713
8729,63.0694923400879
8730,50.2952041625977
8731,43.655200958252
8732,45.6238899230957
8733,74.5778350830078
8734,161.743255615234
8735,172.075180053711
8736,100.471176147461
8737,61.0216789245605
8738,45.1804504394531
8739,23.8178825378418
8740,10.5121145248413
8741,0
8742,0
8743,0
8744,0
8745,0
8746,0
8747,20.9949417114258
8748,115.613922119141
8749,216.51220703125
8750,136.778182983398
8751,54.9189987182617
8752,42.8147087097168
8753,74.625129699707
8754,61.4439964294434
8755,55.1550216674805
8756,71.3760604858398
8757,112.552505493164
8758,176.469192504883
8759,193.408493041992
8760,111.052864074707
8761,74.7181549072266
8762,55.7487144470215
8763,31.3056697845459
8764,12.6852016448975
8765,0.486740320920944
8766,0
8767,5.71554088592529
8768,0
8769,0
8770,0
8771,12.1963968276978
8772,101.240577697754
8773,211.808456420898
8774,131.9794921875
8775,49.1267318725586
8776,66.6381759643555
8777,104.0107421875
8778,138.265258789062
8779,118.858192443848
8780,152.568389892578
8781,214.074935913086
8782,312.179473876953
8783,302.9677734375
8784,208.888641357422
8785,123.356903076172
8786,105.887687683105
8787,49.2228584289551
8788,32.4719314575195
8789,28.0606174468994
8790,17.862886428833
8791,0
8792,0
8793,0
8794,0
8795,0
8796,0
8797,29.012186050415
8798,63.3261604309082
8799,56.3454666137695
8800,130.397506713867
8801,233.999038696289
8802,192.772613525391
8803,265.3935546875
8804,290.985290527344
8805,290.271606445312
8806,316.618041992188
8807,288.576599121094
8808,190.158828735352
8809,122.782501220703
8810,96.8680953979492
8811,85.5967330932617
8812,58.023323059082
8813,20.5358791351318
8814,15.6078414916992
8815,12.1684474945068
8816,0
8817,0
8818,0
8819,0
8820,0
8821,0
8822,61.1423072814941
8823,65.4554595947266
8824,146.616897583008
8825,196.128341674805
8826,187.539825439453
8827,209.407150268555
8828,177.615020751953
8829,199.906356811523
8830,116.201438903809
8831,76.9068450927734
8832,55.7685012817383
8833,53.9385147094727
8834,45.0313758850098
8835,21.094259262085
8836,17.2282772064209
8837,0
8838,0
8839,0
8840,0
8841,0
8842,0
8843,18.4307537078857
8844,102.350677490234
8845,222.22673034668
8846,132.171478271484
8847,52.1108779907227
8848,48.8876991271973
8849,72.3503341674805
8850,62.4366302490234
8851,16.1084785461426
8852,23.1925754547119
8853,45.1601486206055
8854,101.733703613281
8855,183.398101806641
8856,82.9557037353516
8857,78.3859024047852
8858,53.6582336425781
8859,34.5262184143066
8860,28.2650203704834
8861,6.97623348236084
8862,0
8863,4.86694478988647
8864,0
8865,6.06741142272949
8866,16.5183544158936
8867,101.32933807373
8868,198.685394287109
8869,133.65283203125
8870,48.9096298217773
8871,86.146598815918
8872,113.210754394531
8873,113.64476776123
8874,101.074264526367
8875,103.454406738281
8876,147.940933227539
8877,298.277984619141
8878,237.24137878418
8879,131.416595458984
8880,77.5173797607422
8881,51.8322257995605
8882,25.4201564788818
8883,36.5554046630859
8884,0
8885,0
8886,4.86694478988647
8887,0
8888,0
